개방자치단체코드,관리번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분명,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3740000,202637400000700950,서수원지식정보도서관,경기도 수원시 권선구 탑동 746-1,경기도,수원시,교육시설,SKB,PublicWiFi@Suwon,201901,경기도 수원시 권선구 탑동로57번길 35 (탑동),경기도 수원시 권선구 탑동 746-1,도서관사업소,031-5191-2299,37.273016,126.972087,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700951,북수원지식정보도서관,경기도 수원시 장안구 정자동 869-1,경기도,수원시,교육시설,SKB,PublicWiFi@Suwon,201901,경기도 수원시 장안구 만석로 65 (정자동),경기도 수원시 장안구 정자동 869-1,도서관사업소,031-5191-2299,37.297455,126.98826,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700952,영통도서관,경기도 수원시 영통구 영통동 912-2,경기도,수원시,교육시설,SKB,PublicWiFi@Suwon,201901,경기도 수원시 영통구 청명로 151 (영통동),경기도 수원시 영통구 영통동 912-2,도서관사업소,031-5191-2299,37.25712,127.072172,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700953,중앙도서관,경기도 수원시 팔달구 교동 3-3,경기도,수원시,교육시설,SKB,PublicWiFi@Suwon,201901,경기도 수원시 팔달구 팔달산로 318 (교동),경기도 수원시 팔달구 교동 3-3,도서관사업소,031-5191-2299,37.273446,127.012044,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700954,태장마루도서관,경기도 수원시 영통구 망포동 234-44,경기도,수원시,교육시설,SKB,PublicWiFi@Suwon,201901,경기도 수원시 영통구 태장로 46 (망포동),경기도 수원시 영통구 망포동 234-44,도서관사업소,031-5191-2299,37.238599,127.051044,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700955,지혜샘도서관,경기도 수원시 권선구 권선동 1310,경기도,수원시,교육시설,SKB,PublicWiFi@Suwon,201901,경기도 수원시 권선구 동탄원천로 818 (권선동),경기도 수원시 권선구 권선동 1310,도서관사업소,031-5191-2299,37.247967,127.040144,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700956,슬기샘도서관,경기도 수원시 장안구 송죽동 417-23,경기도,수원시,교육시설,SKB,PublicWiFi@Suwon,201901,경기도 수원시 장안구 송정로 9 (송죽동),경기도 수원시 장안구 송죽동 417-23,도서관사업소,031-5191-2299,37.297536,126.999223,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700957,창룡도서관,경기도 수원시 팔달구 우만동 582,경기도,수원시,교육시설,SKB,PublicWiFi@Suwon,201901,경기도 수원시 팔달구 월드컵로 381번길 36 (우만동),경기도 수원시 팔달구 우만동 582,도서관사업소,031-5191-2299,37.290761,127.027624,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700958,버드내도서관,경기도 수원시 권선구 세류동 503-2,경기도,수원시,교육시설,SKB,PublicWiFi@Suwon,201901,경기도 수원시 권선구 세권로 102번길 20 (세류동),경기도 수원시 권선구 세류동 503-2,도서관사업소,031-5191-2299,37.256809,127.015127,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700959,호매실도서관,경기도 수원시 권선구 호매실동 1369,경기도,수원시,교육시설,SKB,PublicWiFi@Suwon,201901,경기도 수원시 권선구 칠보로 169 (호매실동),경기도 수원시 권선구 호매실동 1369,도서관사업소,031-5191-2299,37.266416,126.957958,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700960,한림도서관,경기도 수원시 권선구 권선동 1355-4,경기도,수원시,교육시설,SKB,PublicWiFi@Suwon,201901,경기도 수원시 권선구 동수원로 25번길 32-52 (권선동),경기도 수원시 권선구 권선동 1355-4,도서관사업소,031-5191-2299,37.237381,127.025011,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700961,대추골도서관,경기도 수원시 장안구 조원동 198-14,경기도,수원시,교육시설,SKB,PublicWiFi@Suwon,201901,경기도 수원시 장안구 수일로 164 (조원동),경기도 수원시 장안구 조원동 198-14,도서관사업소,031-5191-2299,37.306468,127.008168,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700962,일월도서관,경기도 수원시 장안구 천천동 453-1,경기도,수원시,교육시설,SKB,PublicWiFi@Suwon,201901,경기도 수원시 장안구 일월천로 77 (천천동),경기도 수원시 장안구 천천동 453-1,도서관사업소,031-5191-2299,37.286198,126.976879,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700963,광교홍재도서관,경기도 수원시 영통구 이의동 1209,경기도,수원시,교육시설,SKB,PublicWiFi@Suwon,201901,경기도 수원시 영통구 대학로 88 (이의동),경기도 수원시 영통구 이의동 1209,도서관사업소,031-5191-2299,37.302894,127.04743,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700964,바른샘도서관,경기도 수원시 영통구 매탄동 1213,경기도,수원시,교육시설,KT,PublicWiFi@Suwon,201901,경기도 수원시 영통구 매봉로 10 (매탄동),경기도 수원시 영통구 매탄동 1213,도서관사업소,031-5191-2299,37.268782,127.052379,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700965,화서다산도서관,경기도 수원시 팔달구 화서동 262,경기도,수원시,교육시설,SKB,PublicWiFi@Suwon,201901,경기도 수원시 팔달구 화양로 68번길 7-35 (화서동),경기도 수원시 팔달구 화서동 262,도서관사업소,031-5191-2299,37.285264,126.997239,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700966,수원시 여권민원실,경기도 수원시 팔달구 우만동 228,경기도,수원시,관공서,KT,PublicWiFi@Suwon,202007,경기도 수원시 팔달구 월드컵로 336,경기도 수원시 팔달구 우만동 228,디지털정책과,031-5191-2299,37.28818905,127.0334436,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700967,수원역 지하도상가 11번출입구,경기도 수원시 팔달구 매산로1가 28-1,경기도,수원시,기타,KT,PublicWiFi@Suwon,202007,경기도 수원시 팔달구 매산로1가 28-1,경기도 수원시 팔달구 매산로1가 28-1,디지털정책과,031-5191-2299,37.267516,127.000194,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700968,수원역 지하도상가 3번출입구,경기도 수원시 팔달구 매산로2가 29,경기도,수원시,기타,KT,PublicWiFi@Suwon,202007,경기도 수원시 팔달구 향교로 24,경기도 수원시 팔달구 매산로2가 29,디지털정책과,031-5191-2299,37.267418,127.00124,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700969,수원역 로데오거리,경기도 수원시 팔달구 매산로2가 29,경기도,수원시,기타,KT,PublicWiFi@Suwon,202007,경기도 수원시 팔달구 향교로 24,경기도 수원시 팔달구 매산로2가 29,디지털정책과,031-5191-2299,37.268274,127.003678,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700970,NH농협은행 수원역지점 앞,경기도 수원시 팔달구 매산로2가 13-3,경기도,수원시,기타,KT,PublicWiFi@Suwon,202007,경기도 수원시 팔달구 향교로 37,경기도 수원시 팔달구 매산로2가 13-3,디지털정책과,031-5191-2299,37.268833,127.004901,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700971,향교로3번길 나들가게해피타임 앞,경기도 수원시 팔달구 매산로1가 24-6,경기도,수원시,기타,KT,PublicWiFi@Suwon,202007,경기도 수원시 팔달구 갓매산로71번길 10,경기도 수원시 팔달구 매산로1가 24-6,디지털정책과,031-5191-2299,37.2693,127.002782,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700972,향교로3번길 some모텔앞,경기도 수원시 팔달구 매산로1가 22-1,경기도,수원시,기타,KT,PublicWiFi@Suwon,202007,경기도 수원시 팔달구 향교로3번길 35-3,경기도 수원시 팔달구 매산로1가 22-1,디지털정책과,031-5191-2299,37.26905,127.001736,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700973,매산지구대 입구,경기도 수원시 팔달구 매산로1가 19-1,경기도,수원시,기타,KT,PublicWiFi@Suwon,202007,경기도 수원시 팔달구 향교로3번길 10,경기도 수원시 팔달구 매산로1가 19-1,디지털정책과,031-5191-2299,37.267983,127.001745,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700974,수원역 9번출구 앞 횡단보도,경기도 수원시 팔달구 매산로1가 104,경기도,수원시,기타,KT,PublicWiFi@Suwon,202007,경기도 수원시 팔달구 매산로1가 104,경기도 수원시 팔달구 매산로1가 104,디지털정책과,031-5191-2299,37.26695,127.0023,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700975,수원 역전시장주차장 출입구 앞,경기도 수원시 팔달구 매산로1가 95-5,경기도,수원시,기타,KT,PublicWiFi@Suwon,202007,경기도 수원시 팔달구 덕영대로943번길20,경기도 수원시 팔달구 매산로1가 95-5,디지털정책과,031-5191-2299,37.265258,127.002485,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700976,수원 역전시장 GATE8 앞,경기도 수원시 팔달구 매산로2가 99-4,경기도,수원시,기타,KT,PublicWiFi@Suwon,202007,경기도 수원시 팔달구 덕영대로943번길36,경기도 수원시 팔달구 매산로2가 99-4,디지털정책과,031-5191-2299,37.266198,127.002997,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700977,매산시장 골목길 앞,경기도 수원시 팔달구 매산로1가 56-20,경기도,수원시,기타,KT,PublicWiFi@Suwon,202007,경기도 수원시 팔달구 매산로20번길 10,경기도 수원시 팔달구 매산로1가 56-20,디지털정책과,031-5191-2299,37.267306,127.00357,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700978,원천호수 수변쉼터,경기도 수원시 영통구 하동 1023,경기도,수원시,편의시설,KT,Public WiFi Free,202007,경기도 수원시 영통구 광교호수로 57 (하동),경기도 수원시 영통구 하동 1023,통신사,031-5191-2299,37.279069,127.065846,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700979,원천호수 신비한 물너미,경기도 수원시 영통구 하동 1023,경기도,수원시,편의시설,KT,Public WiFi Free,202007,경기도 수원시 영통구 광교호수로 57 (하동),경기도 수원시 영통구 하동 1023,통신사,031-5191-2299,37.279572,127.065034,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700980,원천호수 어린이놀이터/실개울,경기도 수원시 영통구 하동 1023,경기도,수원시,편의시설,KT,Public WiFi Free,202007,경기도 수원시 영통구 광교호수로 57 (하동),경기도 수원시 영통구 하동 1023,통신사,031-5191-2299,37.280053,127.065575,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700981,원천호수 나루터,경기도 수원시 영통구 하동 1023,경기도,수원시,편의시설,KT,Public WiFi Free,202007,경기도 수원시 영통구 광교호수로 57 (하동),경기도 수원시 영통구 하동 1023,통신사,031-5191-2299,37.281747,127.064321,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700982,원천호수 수질개선시설 앞,경기도 수원시 영통구 하동 1023,경기도,수원시,편의시설,KT,Public WiFi Free,202007,경기도 수원시 영통구 광교호수로 57 (하동),경기도 수원시 영통구 하동 1023,통신사,031-5191-2299,37.282048,127.064474,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700983,원천호수 수변산책로,경기도 수원시 영통구 하동 1023,경기도,수원시,편의시설,KT,Public WiFi Free,202007,경기도 수원시 영통구 광교호수로 57 (하동),경기도 수원시 영통구 하동 1023,통신사,031-5191-2299,37.284367,127.063292,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700984,원천호수 바닥분수,경기도 수원시 영통구 하동 1023,경기도,수원시,편의시설,KT,Public WiFi Free,202007,경기도 수원시 영통구 광교호수로 57 (하동),경기도 수원시 영통구 하동 1023,통신사,031-5191-2299,37.284281,127.060631,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700985,원천호수 어번레비 화장실 앞,경기도 수원시 영통구 하동 1023,경기도,수원시,편의시설,KT,Public WiFi Free,202007,경기도 수원시 영통구 광교호수로 57 (하동),경기도 수원시 영통구 하동 1023,통신사,031-5191-2299,37.28306,127.060081,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700986,원천호수 물보석분수 입구,경기도 수원시 영통구 하동 1023,경기도,수원시,편의시설,KT,Public WiFi Free,202007,경기도 수원시 영통구 광교호수로 57 (하동),경기도 수원시 영통구 하동 1023,통신사,031-5191-2299,37.281589,127.059873,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700987,원천호수 초화원,경기도 수원시 영통구 하동 1023,경기도,수원시,편의시설,KT,Public WiFi Free,202007,경기도 수원시 영통구 광교호수로 57 (하동),경기도 수원시 영통구 하동 1023,통신사,031-5191-2299,37.279076,127.060405,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700988,원천호수 거울못,경기도 수원시 영통구 하동 1023,경기도,수원시,편의시설,KT,Public WiFi Free,202007,경기도 수원시 영통구 광교호수로 57 (하동),경기도 수원시 영통구 하동 1023,통신사,031-5191-2299,37.276578,127.061452,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700989,원천호수 광교호수공원 관리사무소 앞,경기도 수원시 영통구 하동 1023,경기도,수원시,편의시설,KT,Public WiFi Free,202007,경기도 수원시 영통구 광교호수로 57 (하동),경기도 수원시 영통구 하동 1023,통신사,031-5191-2299,37.275487,127.06304,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700990,신대호수 수변테라스-A,경기도 수원시 영통구 하동 997,경기도,수원시,편의시설,KT,Public WiFi Free,202007,,경기도 수원시 영통구 하동 997,통신사,031-5191-2299,37.284747,127.075237,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700991,신대호수 수변테라스-B,경기도 수원시 영통구 하동 997,경기도,수원시,편의시설,KT,Public WiFi Free,202007,,경기도 수원시 영통구 하동 997,통신사,031-5191-2299,37.283599,127.073839,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700992,신대호수 하늘전망대 앞,경기도 수원시 영통구 하동 997,경기도,수원시,편의시설,KT,Public WiFi Free,202007,,경기도 수원시 영통구 하동 997,통신사,031-5191-2299,37.283728,127.072693,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700993,신대호수 수변쉼터,경기도 수원시 영통구 하동 999,경기도,수원시,편의시설,KT,Public WiFi Free,202007,,경기도 수원시 영통구 하동 999,통신사,031-5191-2299,37.285831,127.071809,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700994,신대호수 휴게마당,경기도 수원시 영통구 하동 999,경기도,수원시,편의시설,KT,Public WiFi Free,202007,,경기도 수원시 영통구 하동 999,통신사,031-5191-2299,37.287224,127.070456,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700995,신대호수 팔각정 앞,경기도 수원시 영통구 하동 999,경기도,수원시,편의시설,KT,Public WiFi Free,202007,,경기도 수원시 영통구 하동 999,통신사,031-5191-2299,37.288028,127.069563,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700996,신대호수 스텝파크 화장실 옆,경기도 수원시 영통구 하동 999,경기도,수원시,편의시설,KT,Public WiFi Free,202007,,경기도 수원시 영통구 하동 999,통신사,031-5191-2299,37.288731,127.06848,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700997,신대호수 스텝파크 앞,경기도 수원시 영통구 하동 999,경기도,수원시,편의시설,KT,Public WiFi Free,202007,,경기도 수원시 영통구 하동 999,통신사,031-5191-2299,37.288839,127.070943,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700998,오목호수공원,경기도 수원시 오목천동 1171,경기도,수원시,편의시설,KT,Public WiFi Free,202007,,경기도 수원시 오목천동 1171,통신사,031-5191-2299,37.247511,126.965037,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000700999,세류문화공원(버드내도서관),경기도 수원시 권선구 세류동 503-2,경기도,수원시,편의시설,KT,Public WiFi Free,202007,경기도 수원시 권선구 세권로 94번길29,경기도 수원시 권선구 세류동 503-2,통신사,031-5191-2299,37.257161,127.015239,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701000,경기대 수원캠퍼스후문. 수원박물관(04-178),경기도 수원시 영통구 이의동 1283-4,경기도,수원시,교통시설,KT,Public WiFi Free,202007,,경기도 수원시 영통구 이의동 1283-4,통신사,031-5191-2299,37.296585,127.038509,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701001,수원시 체육회관,경기도 수원시 장안구 조원1동 775,경기도,수원시,편의시설,LGU+,Public WiFi Free,202007,경기도 수원시 장안구 경수대로 893 (조원동),경기도 수원시 장안구 조원1동 775,통신사,031-5191-2299,37.29860953,127.0075568,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701002,경기도문화의전당,경기도 수원시 팔달구 인계동 1117,경기도,수원시,관공서,LGU+,Public WiFi Free,202007,경기도 수원시 팔달구 효원로 307번길 20,경기도 수원시 팔달구 인계동 1117,통신사,031-5191-2299,37.26158189,127.0375714,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701003,한국방송통신대학교 경기지역대학,경기도 수원시 권선구 오목천동 399,경기도,수원시,교육시설,LGU+,FREE_U+zone,202007,경기도 수원시 권선구 효행로 28 (오목천동),경기도 수원시 권선구 오목천동 399,통신사,031-5191-2299,37.24075195,126.958242,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701004,경기도립중앙도서관,경기도 수원시 장안구 조원동 495,경기도,수원시,교육시설,LGU+,Public WiFi Free,202007,경기도 수원시 장안구 조원로 18 (조원동),경기도 수원시 장안구 조원동 495,통신사,031-5191-2299,37.29854278,127.0223635,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701005,버드내노인복지관,경기도 수원시 권선구 세류3동 483-0,경기도,수원시,서민·복지시설,SKB,Public WiFi Free,202007,경기도 수원시 권선구 권선로 564번길 36,경기도 수원시 권선구 세류3동 483-0,통신사,031-5191-2299,37.2611295,127.0120758,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701006,서수원주민편익시설,경기도 수원시 권선구 고색동 905-19,경기도,수원시,편의시설,LGU+,Public WiFi Free,202007,경기도 수원시 권선구 매송고색로 620 (고색동),경기도 수원시 권선구 고색동 905-19,통신사,031-5191-2299,37.24775193,126.9729267,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701007,지동시장 A동,경기도 수원시 팔달구 지동 402,경기도,수원시,편의시설,SKB,Public WiFi Free,202007,경기도 수원시 팔달구 팔달문로 19 (지동),경기도 수원시 팔달구 지동 402,통신사,031-5191-2299,37.27788425,127.0196286,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701008,지동시장 B동(곱창타운),경기도 수원시 팔달구 지동 402,경기도,수원시,편의시설,SKB,Public WiFi Free,202007,경기도 수원시 팔달구 팔달문로 20 (지동),경기도 수원시 팔달구 지동 402,통신사,031-5191-2299,37.27751304,127.0195744,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701009,못골종합시장,경기도 수원시 팔달구 지동 387-1,경기도,수원시,편의시설,SKB,Public WiFi Free,202007,경기도 수원시 팔달구 수원천로258번길 10-12 (지동),경기도 수원시 팔달구 지동 387-1,통신사,031-5191-2299,37.27602792,127.0207737,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701010,"미나리광시장(1호,2호)",경기도 수원시 팔달구 지동 400-17,경기도,수원시,편의시설,LGU+,Public WiFi Free,202007,경기도 수원시 팔달구 수원천로264번길 13,경기도 수원시 팔달구 지동 400-17,통신사,031-5191-2299,37.27710206,127.0201742,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701011,남문로데오시장,경기도 수원시 팔달구 교동 3-3,경기도,수원시,편의시설,LGU+,Public WiFi Free,202007,경기도 수원시 팔달구 행궁로 92 (교동),경기도 수원시 팔달구 교동 3-3,통신사,031-5191-2299,37.27441047,127.0153973,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701012,SK청솔노인복지관,경기도 수원시 장안구 정자동 286,경기도,수원시,서민·복지시설,KT,Public WiFi Free,202007,경기도 수원시 장안구 장안로 174 (정자동),경기도 수원시 장안구 정자동 286,통신사,031-5191-2299,37.29902422,126.9973969,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701013,사랑을나누는집,경기도 수원시 장안구 영화동 408-14호,경기도,수원시,서민·복지시설,SKB,Public WiFi Free,202007,경기도 수원시 장안구 수성로304번길 35-23 (영화동),경기도 수원시 장안구 영화동 408-14호,통신사,031-5191-2299,37.29039208,127.0072763,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701014,경동원,경기도 수원시 장안구 하광교동43-2,경기도,수원시,서민·복지시설,SKB,Public WiFi Free,202007,경기도 수원시 장안구 광교산로374번길 55 (하광교동),경기도 수원시 장안구 하광교동43-2,통신사,031-5191-2299,37.31855333,127.0203883,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701015,서호노인복지관_1,경기도 수원시 권선구 구운동 501,경기도,수원시,서민·복지시설,SKB,Public WiFi Free,202007,경기도 수원시 권선구 구운로4번길 34 (구운동),경기도 수원시 권선구 구운동 501,통신사,031-5191-2299,37.27849619,126.9761901,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701016,장안청소년문화의집,경기도 수원시 장안구 정자2동28-7,경기도,수원시,서민·복지시설,SKB,Public WiFi Free,202007,경기도 수원시 장안구 수성로275번길 144 (정자동),경기도 수원시 장안구 정자2동28-7,통신사,031-5191-2299,37.294956,126.999229,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701017,바다의별,경기도 수원시 장안구 이목동 23-3,경기도,수원시,서민·복지시설,LGU+,Public WiFi Free,202007,경기도 수원시 장안구 장안로458번길 142 (이목동),경기도 수원시 장안구 이목동 23-3,통신사,031-5191-2299,37.32416772,126.9751558,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701018,바다의별 직업재활센터,경기도 수원시 장안구 이목동 23-3,경기도,수원시,서민·복지시설,LGU+,Public WiFi Free,202007,경기도 수원시 장안구 장안로458번길 142 (이목동),경기도 수원시 장안구 이목동 23-3,통신사,031-5191-2299,37.32416772,126.9751558,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701019,수봉재활원,경기도 수원시 권선구 탑동 516-1,경기도,수원시,서민·복지시설,LGU+,Public WiFi Free,202007,경기도 수원시 권선구 수봉로 43 (탑동),경기도 수원시 권선구 탑동 516-1,통신사,031-5191-2299,37.26496635,126.9771594,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701020,자혜직업재활센터,경기도 수원시 권선구 탑동 516-1,경기도,수원시,서민·복지시설,LGU+,Public WiFi Free,202007,경기도 수원시 권선구 수봉로 43 (탑동),경기도 수원시 권선구 탑동 516-1,통신사,031-5191-2299,37.26496635,126.9771594,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701021,고등동 행정복지센터,경기도 수원시 팔달구 고등동 153-1,경기도,수원시,관공서,KT,PublicWiFi@Suwon,202007,경기도 수원시 팔달구 고등로 37 (고등동),경기도 수원시 팔달구 고등동 153-1,디지털정책과,031-5191-2299,37.27345636,127.001141,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701022,남문패션1번가시장,경기도 수원시 팔달구 영동 43-5,경기도,수원시,편의시설,KT,Public WiFi Free,202007,경기도 수원시 팔달구 정조로 758번길 24 (영동),경기도 수원시 팔달구 영동 43-5,통신사,031-5191-2299,37.27562469,127.0181081,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701023,구매탄시장,경기도 수원시 영통구 매탄동 172-105,경기도,수원시,편의시설,KT,Public WiFi Free,202007,,경기도 수원시 영통구 매탄동 172-105,통신사,031-5191-2299,37.272702,127.043127,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:08
3740000,202637400000701024,파장시장,경기도 수원시 장안구 파장동 573-41,경기도,수원시,편의시설,LGU+,Public WiFi Free,202007,경기도 수원시 장안구 파장로68번길 36 (파장동),경기도 수원시 장안구 파장동 573-41,통신사,031-5191-2299,37.30749735,126.9925281,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701025,장안문거북시장,경기도 수원시 장안구 영화동 274-19,경기도,수원시,편의시설,LGU+,Public WiFi Free,202007,경기도 수원시 장안구 수성로364번길 53 (영화동),경기도 수원시 장안구 영화동 274-19,통신사,031-5191-2299,37.29137909,127.0133798,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701026,우만종합사회복지관,경기도 수원시 팔달구 우만1동 301,경기도,수원시,서민·복지시설,KT,Public WiFi Free,202007,경기도 수원시 팔달구 창룡대로210번길 13,경기도 수원시 팔달구 우만1동 301,통신사,031-5191-2299,37.292547,127.034242,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701027,수원청소년문화센터,경기도 수원시 팔달구 인계동 334-1,경기도,수원시,서민·복지시설,KT,Public WiFi Free,202007,경기도 수원시 팔달구 권광로 293,경기도 수원시 팔달구 인계동 334-1,통신사,031-5191-2299,37.2736314,127.0350112,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701028,광교청소년수련관,경기도 수원시 영통구 이의동 1342,경기도,수원시,서민·복지시설,KT,Public WiFi Free,202007,경기도 수원시 영통구 도청로 17번길 24,경기도 수원시 영통구 이의동 1342,통신사,031-5191-2299,37.28639777,127.0531865,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701029,권선청소년수련관,경기도 수원시 권선구 권선2동 1190,경기도,수원시,서민·복지시설,KT,Public WiFi Free,202007,경기도 수원시 권선구 덕영대로 1201번길 42,경기도 수원시 권선구 권선2동 1190,통신사,031-5191-2299,37.25114788,127.0232602,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
